,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close
symbol,ADA,ATOM,AVAX,BCH,BTC,DAI,DOGE,DOT,ETH,LINK,LTC,LUNA,MATIC,SHIB,SOL,TRX,UNI,XRP
time_period_end,,,,,,,,,,,,,,,,,,
2019/04/18,0.082821,0.0,0.0,310.17,5224.9,0.0,0.0,0.0,166.54,0.0,79.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3359
2019/04/19,0.081612,0.0,0.0,306.36,5280.49,0.0,0.0,0.0,174.04,0.0,82.07,0.0,0.0,0.0,0.0,0.0,0.0,0.3363
2019/04/20,0.079248,0.0,0.0,306.92,5290.36,0.0,0.0,0.0,173.52,0.0,82.69,0.0,0.0,0.0,0.0,0.0,0.0,0.33167
2019/04/21,0.076183,0.0,0.0,300.1,5319.89,0.0,0.0,0.0,173.73,0.0,81.62,0.0,0.0,0.0,0.0,0.0,0.0,0.3287
2019/04/22,0.073955,0.0,0.0,290.53,5297.64,0.0,0.0,0.0,169.9,0.0,77.23,0.0,0.0,0.0,0.0,0.0,0.0,0.3223
2019/04/23,0.078345,3.93,0.0,292.88,5387.6,0.0,0.0,0.0,171.58,0.0,77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3245
2019/04/24,0.07417,3.9751,0.0,288.59,5525.4,0.0,0.0,0.0,170.14,0.0,74.32,0.0,0.0,0.0,0.0,0.0,0.0,0.32025
2019/04/25,0.072454,3.4801,0.0,278.8,5442.2,0.0,0.0,0.0,165.84,0.0,73.14,0.0,0.0,0.0,0.0,0.0,0.0,0.3014
2019/04/26,0.068362,3.21,0.0,263.3,5134.81,0.0,0.0,0.0,152.05,0.0,70.67,0.0,0.0,0.0,0.0,0.0,0.0,0.2865
2019/04/27,0.067932,3.5395,0.0,259.47,5159.51,0.0,0.0,0.0,153.41,0.0,71.64,0.0,0.0,0.0,0.0,0.0,0.0,0.2938
2019/04/28,0.069073,3.4026,0.0,259.42,5170.6,0.0,0.0,0.0,155.73,0.0,70.74,0.0,0.0,0.0,0.0,0.0,0.0,0.2921
2019/04/29,0.066911,4.35,0.0,248.84,5157.02,0.0,0.0,0.0,153.19,0.0,67.91,0.0,0.0,0.0,0.0,0.0,0.0,0.291
2019/04/30,0.063758,3.7043,0.0,235.2,5148.25,0.0,0.0,0.0,152.42,0.0,66.55,0.0,0.0,0.0,0.0,0.0,0.0,0.28834
2019/05/01,0.06931,3.8719,0.0,265.25,5270.69,0.0,0.0,0.0,160.4,0.0,73.51,0.0,0.0,0.0,0.0,0.0,0.0,0.30495
2019/05/02,0.068087,4.3609,0.0,267.89,5321.15,0.0,0.0,0.0,158.3,0.0,72.52,0.0,0.0,0.0,0.0,0.0,0.0,0.2996
2019/05/03,0.067352,4.5,0.0,264.7,5391.01,0.0,0.0,0.0,158.52,0.0,72.16,0.0,0.0,0.0,0.0,0.0,0.0,0.29583
2019/05/04,0.068826,5.2,0.0,287.43,5658.22,0.0,0.0,0.0,164.74,0.0,77.72,0.0,0.0,0.0,0.0,0.0,0.0,0.3021
2019/05/05,0.066269,5.1789,0.0,287.18,5770.01,0.0,0.0,0.0,161.95,0.0,76.92,0.0,0.0,0.0,0.0,0.0,0.0,0.29977
2019/05/06,0.0655,4.8194,0.0,290.22,5715.86,0.0,0.0,0.0,161.35,0.0,74.79,0.0,0.0,0.0,0.0,0.0,0.0,0.2972
2019/05/07,0.06615,4.6717,0.0,285.61,5686.65,0.0,0.0,0.0,171.21,0.0,74.09,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2019/05/08,0.0631,4.55,0.0,280.53,5748.45,0.0,0.0,0.0,166.51,0.0,73.33,0.0,0.0,0.0,0.0,0.0,0.0,0.29384
2019/05/09,0.064019,4.3461,0.0,284.22,5948.41,0.0,0.0,0.0,169.58,0.0,73.83,0.0,0.0,0.0,0.0,0.0,0.0,0.29685
2019/05/10,0.061305,3.8744,0.0,282.8,6151.4,0.0,0.0,0.0,170.11,0.0,73.76,0.0,0.0,0.0,0.0,0.0,0.0,0.29312
2019/05/11,0.063069,3.7986,0.0,285.56,6343.14,0.0,0.0,0.0,172.21,0.0,76.68,0.0,0.0,0.0,0.0,0.0,0.0,0.29773
2019/05/12,0.075305,3.97,0.0,354.3,7209.9,0.0,0.0,0.0,192.3,0.0,88.31,0.0,0.0,0.0,0.0,0.0,0.0,0.32222
2019/05/13,0.070487,3.8449,0.0,355.8,6973.9,0.0,0.0,0.0,188.23,0.0,84.79,0.0,0.0,0.0,0.0,0.0,0.0,0.311
2019/05/14,0.072947,3.9338,0.0,384.1,7824.93,0.0,0.0,0.0,196.0,0.0,87.87,0.0,0.0,0.0,0.0,0.0,0.0,0.3254
2019/05/15,0.0849,4.0024,0.0,389.23,7990.92,0.0,0.0,0.0,217.44,0.0,91.69,0.0,0.0,0.0,0.0,0.0,0.0,0.4083
2019/05/16,0.094181,4.5613,0.0,404.14,8203.32,0.0,0.0,0.0,249.0,0.0,102.26,0.0,0.0,0.0,0.0,0.0,0.0,0.4593
2019/05/17,0.087906,4.2736,0.0,398.89,7880.7,0.0,0.0,0.0,264.5,0.0,95.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4201
2019/05/18,0.083012,4.4026,0.0,367.5,7363.69,0.0,0.0,0.0,244.59,0.0,89.88,0.0,0.0,0.0,0.0,0.0,0.0,0.3906
2019/05/19,0.0789,4.7053,0.0,357.98,7262.4,0.0,0.0,0.0,234.01,0.0,86.65,0.0,0.0,0.0,0.0,0.0,0.0,0.37091
2019/05/20,0.086824,4.8699,0.0,418.4,8200.0,0.0,0.0,0.0,261.09,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191
2019/05/21,0.085107,4.7557,0.0,414.7,8003.97,0.0,0.0,0.0,252.2,0.0,91.69,0.0,0.0,0.0,0.0,0.0,0.0,0.3999
2019/05/22,0.084652,4.7977,0.0,417.17,7954.49,0.0,0.0,0.0,255.0,0.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0,0.39667
2019/05/23,0.07726,4.3,0.0,388.0,7626.48,0.0,0.0,0.0,243.64,0.0,87.72,0.0,0.0,0.0,0.0,0.0,0.0,0.3717
2019/05/24,0.080885,4.3639,0.0,405.93,7881.98,0.0,0.0,0.0,245.64,0.0,88.98,0.0,0.0,0.0,0.0,0.0,0.0,0.3817
2019/05/25,0.08099,4.4929,0.0,409.0,7999.02,0.0,0.0,0.0,249.65,0.0,100.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3847
2019/05/26,0.080427,4.4058,0.0,406.0,8063.81,0.0,0.0,0.0,251.55,0.0,103.02,0.0,0.0,0.0,0.0,0.0,0.0,0.3879
2019/05/27,0.086162,4.5636,0.0,433.55,8750.01,0.0,0.0,0.0,268.22,0.0,112.56,0.0,0.0,0.0,0.0,0.0,0.0,0.4096
2019/05/28,0.09048,4.682,0.0,439.1,8772.29,0.0,0.0,0.0,271.24,0.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4341
2019/05/29,0.093,4.776,0.0,433.52,8715.36,0.0,0.0,0.0,271.15,0.0,114.95,0.0,0.0,0.0,0.0,0.0,0.0,0.4488
2019/05/30,0.090921,4.7078,0.0,457.6,8663.41,0.0,0.0,0.0,269.39,0.0,115.29,0.0,0.0,0.0,0.0,0.0,0.0,0.4439
2019/05/31,0.083934,5.8566,0.0,422.41,8277.76,0.0,0.0,0.0,254.62,0.0,107.95,0.0,0.0,0.0,0.0,0.0,0.0,0.4196
2019/06/01,0.089212,5.7468,0.0,442.7,8552.9,0.0,0.0,0.0,267.74,0.0,114.47,0.0,0.0,0.0,0.0,0.0,0.0,0.439
2019/06/02,0.090178,5.7786,0.0,432.5,8558.95,0.0,0.0,0.0,264.78,0.0,112.48,0.0,0.0,0.0,0.0,0.0,0.0,0.4303
2019/06/03,0.0965,6.3786,0.0,441.6,8736.55,0.0,0.0,0.0,269.23,0.0,114.51,0.0,0.0,0.0,0.0,0.0,0.0,0.4452
2019/06/04,0.087513,6.5629,0.0,400.85,8103.64,0.0,0.0,0.0,249.55,0.0,105.87,0.0,0.0,0.0,0.0,0.0,0.0,0.4173
2019/06/05,0.082288,5.8887,0.0,383.0,7670.96,0.0,0.0,0.0,241.13,0.0,102.14,0.0,0.0,0.0,0.0,0.0,0.0,0.39746
2019/06/06,0.082756,6.1812,0.0,397.52,7789.48,0.0,0.0,0.0,246.18,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401
2019/06/07,0.083005,5.9999,0.0,396.64,7805.0,0.0,0.0,0.0,249.4,0.0,111.31,0.0,0.0,0.0,0.0,0.0,0.0,0.4201
2019/06/08,0.085436,6.3132,0.0,399.03,8000.5,0.0,0.0,0.0,249.29,0.0,117.07,0.0,0.0,0.0,0.0,0.0,0.0,0.4209
2019/06/09,0.083839,6.0409,0.0,393.46,7930.14,0.0,0.0,0.0,244.3,0.0,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.40827
2019/06/10,0.079137,5.8415,0.0,380.53,7634.58,0.0,0.0,0.0,231.3,0.0,114.83,0.0,0.0,0.0,0.0,0.0,0.0,0.3863
2019/06/11,0.085481,6.0676,0.0,394.11,8015.69,0.0,0.0,0.0,247.84,0.0,129.76,0.0,0.0,0.0,0.0,0.0,0.0,0.4015
2019/06/12,0.088085,5.97,0.0,388.26,7918.17,0.0,0.0,0.0,245.11,0.0,136.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3935
2019/06/13,0.096481,6.1022,0.0,396.8,8176.02,0.0,0.0,0.0,262.5,0.0,136.19,0.0,0.0,0.0,0.0,0.0,0.0,0.4031
2019/06/14,0.0893,6.2594,0.0,412.05,8239.04,0.0,0.0,0.0,255.14,0.0,130.89,0.0,0.0,0.0,0.0,0.0,0.0,0.3999
2019/06/15,0.090591,6.28,0.0,420.96,8697.46,0.0,0.0,0.0,263.83,0.0,132.56,0.0,0.0,0.0,0.0,0.0,0.0,0.40404
2019/06/16,0.091441,6.2012,0.0,423.7,8860.23,0.0,0.0,0.0,269.29,0.0,138.35,0.0,0.0,0.0,0.0,0.0,0.0,0.4119
