,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close,price_close
symbol,ADA,ATOM,AVAX,BCH,BTC,DAI,DOGE,DOT,ETH,LINK,LTC,LUNA,MATIC,SHIB,SOL,TRX,UNI,XRP
time_period_end,,,,,,,,,,,,,,,,,,
2019/06/17,0.092117,6.6833,0.0,427.5,8975.0,0.0,0.0,0.0,268.33,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42767
2019/06/18,0.093448,6.9941,0.0,431.04,9331.75,0.0,0.0,0.0,273.97,0.0,134.21,0.0,0.0,0.0,0.0,0.0,0.0,0.4486
2019/06/19,0.0887,6.6059,0.0,413.5,9080.5,0.0,0.0,0.0,264.37,0.0,135.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4271
2019/06/20,0.08974,6.6594,0.0,416.37,9277.55,0.0,0.0,0.0,268.79,0.0,136.81,0.0,0.0,0.0,0.0,0.0,0.0,0.4351
2019/06/21,0.087526,6.4703,0.0,413.25,9531.21,0.0,0.0,0.0,272.0,0.0,135.75,0.0,0.0,0.0,0.0,0.0,0.0,0.431
2019/06/22,0.089762,6.5483,0.0,442.04,10236.2,0.0,0.0,0.0,296.71,0.0,139.34,0.0,0.0,0.0,0.0,0.0,0.0,0.4457
2019/06/23,0.093867,6.7109,0.0,479.67,10666.86,0.0,0.0,0.0,308.54,0.0,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.47403
2019/06/24,0.096167,6.78,0.0,474.76,10814.1,0.0,0.0,0.0,306.98,0.0,136.18,0.0,0.0,0.0,0.0,0.0,0.0,0.468
2019/06/25,0.0978,6.617,0.0,478.31,11032.32,0.0,0.0,0.0,311.0,0.0,135.26,0.0,0.0,0.0,0.0,0.0,0.0,0.4728
2019/06/26,0.09596,6.5539,0.0,477.36,11765.1,0.0,0.0,0.0,316.59,0.0,135.55,0.0,0.0,0.0,0.0,0.0,0.0,0.466
2019/06/27,0.096416,6.2752,0.0,481.82,12920.54,0.0,0.0,0.0,334.86,0.0,130.64,0.0,0.0,0.0,0.0,0.0,0.0,0.4624
2019/06/28,0.084912,5.4443,0.0,411.76,11159.29,0.0,0.0,0.0,293.47,2.3198,114.18,0.0,0.0,0.0,0.0,0.0,0.0,0.40361
2019/06/29,0.08855,5.9392,0.0,434.0,12354.43,0.0,0.0,0.0,309.37,3.18477,119.33,0.0,0.0,0.0,0.0,0.0,0.0,0.4248
2019/06/30,0.08953,6.0303,0.0,439.62,11865.29,0.0,0.0,0.0,317.07,3.80122,133.21,0.0,0.0,0.0,0.0,0.0,0.0,0.425
2019/07/01,0.082022,5.4,0.0,398.6,10752.3,0.0,0.0,0.0,290.07,3.4195,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922
2019/07/02,0.08311,5.4841,0.0,415.63,10577.63,0.0,0.0,0.0,293.7,3.62996,122.54,0.0,0.0,0.0,0.0,0.0,0.0,0.40452
2019/07/03,0.080532,5.35,0.0,407.05,10828.9,0.0,0.0,0.0,291.25,3.73703,118.59,0.0,0.0,0.0,0.0,0.0,0.0,0.3984
2019/07/04,0.082733,5.6505,0.0,421.75,11976.42,0.0,0.0,0.0,301.79,3.4906,121.78,0.0,0.0,0.0,0.0,0.0,0.0,0.4061
2019/07/05,0.077477,5.4774,0.0,399.64,11136.0,0.0,0.0,0.0,282.57,3.46181,119.59,0.0,0.0,0.0,0.0,0.0,0.0,0.3869
2019/07/06,0.0765,5.3696,0.0,399.7,10997.84,0.0,0.0,0.0,288.0,3.64999,118.54,0.0,0.0,0.0,0.0,0.0,0.0,0.3798
2019/07/07,0.07726,5.2943,0.0,406.34,11237.77,0.0,0.0,0.0,287.57,3.48569,118.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3898
2019/07/08,0.080156,5.4293,0.0,412.43,11480.7,0.0,0.0,0.0,306.34,3.31098,120.18,0.0,0.0,0.0,0.0,0.0,0.0,0.3984
2019/07/09,0.080242,5.1807,0.0,417.63,12286.14,0.0,0.0,0.0,313.24,3.34401,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.40214
2019/07/10,0.078143,4.9757,0.0,415.2,12571.11,0.0,0.0,0.0,307.95,3.07752,119.51,0.0,0.0,0.0,0.0,0.0,0.0,0.3942
2019/07/11,0.071533,4.4908,0.0,388.97,12097.96,0.0,0.0,0.0,288.46,3.11687,108.31,0.0,0.0,0.0,0.0,0.0,0.0,0.3624
2019/07/12,0.064872,4.34,0.0,345.3,11349.0,0.0,0.0,0.0,269.01,2.77789,102.94,0.0,0.0,0.0,0.0,0.0,0.0,0.3294
2019/07/13,0.069532,4.5505,0.0,353.0,11802.0,0.0,0.0,0.0,275.55,3.18405,105.16,0.0,0.0,0.0,0.0,0.0,0.0,0.3444
2019/07/14,0.06664,4.2613,0.0,343.57,11370.08,0.0,0.0,0.0,269.04,3.16923,101.19,0.0,0.0,0.0,0.0,0.0,0.0,0.3328
2019/07/15,0.062183,3.9469,0.0,281.94,10185.03,0.0,0.0,0.0,225.89,2.78799,89.72,0.0,0.0,0.0,0.0,0.0,0.0,0.3048
2019/07/16,0.059247,4.17,0.0,313.44,10854.47,0.0,0.0,0.0,228.28,2.70834,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3137
2019/07/17,0.051754,3.6789,0.0,282.4,9422.72,0.0,0.0,0.0,198.89,2.18128,79.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2955
2019/07/18,0.055107,3.8416,0.0,292.2,9696.31,0.0,0.0,0.0,211.4,2.41131,90.25,0.0,0.0,0.0,0.0,0.0,0.0,0.311
2019/07/19,0.058694,4.143,0.0,314.98,10649.07,0.0,0.0,0.0,226.31,2.67353,101.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3212
2019/07/20,0.059908,3.9371,0.0,308.2,10538.06,0.0,0.0,0.0,221.21,2.61545,98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3198
2019/07/21,0.062769,4.0597,0.0,325.15,10761.03,0.0,0.0,0.0,228.89,2.64817,100.48,0.0,0.0,0.0,0.0,0.0,0.0,0.334
2019/07/22,0.061185,4.2113,0.0,320.84,10590.7,0.0,0.0,0.0,225.64,2.53736,99.76,0.0,0.0,0.0,0.0,0.0,0.0,0.33127
2019/07/23,0.05938,3.963,0.0,309.84,10323.39,0.0,0.0,0.0,217.13,2.4009,95.12,0.0,0.0,0.0,0.0,0.0,0.0,0.3212
2019/07/24,0.055618,3.7641,0.0,297.51,9840.6,0.0,0.0,0.0,211.93,2.35031,90.07,0.0,0.0,0.0,0.0,0.0,0.0,0.3084
2019/07/25,0.05873,3.895,0.0,302.59,9772.6,0.0,0.0,0.0,216.51,2.40575,94.45,0.0,0.0,0.0,0.0,0.0,0.0,0.3158
2019/07/26,0.058702,3.7928,0.0,302.04,9878.0,0.0,0.0,0.0,219.28,2.36101,93.23,0.0,0.0,0.0,0.0,0.0,0.0,0.31253
2019/07/27,0.0629,3.915,0.0,317.16,9843.0,0.0,0.0,0.0,219.35,2.40999,94.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3243
2019/07/28,0.05978,3.62,0.0,305.0,9481.37,0.0,0.0,0.0,207.11,2.2429,88.87,0.0,0.0,0.0,0.0,0.0,0.0,0.30901
2019/07/29,0.05935,3.6386,0.0,310.99,9533.0,0.0,0.0,0.0,211.5,2.2139,90.02,0.0,0.0,0.0,0.0,0.0,0.0,0.31163
2019/07/30,0.060293,3.594,0.0,305.29,9495.01,0.0,0.0,0.0,210.73,2.13195,90.28,0.0,0.0,0.0,0.0,0.0,0.0,0.31
2019/07/31,0.059986,3.5871,0.0,318.32,9593.62,0.0,0.0,0.0,209.83,2.07301,90.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3188
2019/08/01,0.060128,3.6479,0.0,328.84,10087.3,0.0,0.0,0.0,218.7,2.214,98.89,0.0,0.0,0.0,0.0,0.0,0.0,0.32
2019/08/02,0.05872,3.528,0.0,329.68,10408.9,0.0,0.0,0.0,217.55,2.16548,98.89,0.0,0.0,0.0,0.0,0.0,0.0,0.31656
2019/08/03,0.057556,3.668,0.0,328.13,10533.01,0.0,0.0,0.0,217.8,2.42132,94.83,0.0,0.0,0.0,0.0,0.0,0.0,0.3118
2019/08/04,0.05764,3.7339,0.0,335.93,10820.76,0.0,0.0,0.0,222.14,2.42309,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3166
2019/08/05,0.056348,3.6141,0.0,336.58,10986.96,0.0,0.0,0.0,222.9,2.51992,92.95,0.0,0.0,0.0,0.0,0.0,0.0,0.3199
2019/08/06,0.056418,3.7599,0.0,347.03,11815.28,0.0,0.0,0.0,232.92,2.46271,96.39,0.0,0.0,0.0,0.0,0.0,0.0,0.3214
2019/08/07,0.053462,3.5311,0.0,335.21,11465.49,0.0,0.0,0.0,225.81,2.465,92.88,0.0,0.0,0.0,0.0,0.0,0.0,0.3114
2019/08/08,0.052031,3.4969,0.0,338.33,11975.03,0.0,0.0,0.0,225.8,2.38206,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3111
2019/08/09,0.052091,3.261,0.0,332.71,11981.0,0.0,0.0,0.0,220.81,2.27264,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078
2019/08/10,0.0476,3.1547,0.0,314.52,11856.1,0.0,0.0,0.0,210.3,2.1692,84.32,0.0,0.0,0.0,0.0,0.0,0.0,0.2959
2019/08/11,0.05183,3.3537,0.0,315.06,11280.95,0.0,0.0,0.0,206.1,2.33127,85.17,0.0,0.0,0.0,0.0,0.0,0.0,0.2985
2019/08/12,0.054842,3.53,0.0,338.4,11540.76,0.0,0.0,0.0,216.06,2.40904,89.87,0.0,0.0,0.0,0.0,0.0,0.0,0.303
2019/08/13,0.053,3.3496,0.0,329.16,11389.28,0.0,0.0,0.0,211.26,2.38515,85.78,0.0,0.0,0.0,0.0,0.0,0.0,0.3007
2019/08/14,0.052577,3.2432,0.0,347.2,10854.92,0.0,0.0,0.0,208.58,2.41396,84.53,0.0,0.0,0.0,0.0,0.0,0.0,0.2968
2019/08/15,0.047036,2.8572,0.0,311.14,10025.86,0.0,0.0,0.0,186.3,2.28605,75.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2632
2019/08/16,0.047422,2.8866,0.0,314.51,10297.86,0.0,0.0,0.0,188.2,2.42265,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2638
2019/08/17,0.046711,2.9054,0.0,309.0,10352.78,0.0,0.0,0.0,185.26,2.30587,74.76,0.0,0.0,0.0,0.0,0.0,0.0,0.26111
2019/08/18,0.047345,2.9096,0.0,306.5,10217.79,0.0,0.0,0.0,185.59,2.40716,72.69,0.0,0.0,0.0,0.0,0.0,0.0,0.2657
2019/08/19,0.050574,2.9848,0.0,317.0,10315.48,0.0,0.0,0.0,194.74,2.50823,76.34,0.0,0.0,0.0,0.0,0.0,0.0,0.2835
2019/08/20,0.050144,2.897,0.0,325.08,10921.8,0.0,0.0,0.0,202.32,2.49507,77.16,0.0,0.0,0.0,0.0,0.0,0.0,0.2822
2019/08/21,0.04919,2.8669,0.0,315.16,10772.22,0.0,0.0,0.0,196.56,2.36609,75.11,0.0,0.0,0.0,0.0,0.0,0.0,0.2745
2019/08/22,0.047186,2.6492,0.0,303.54,10130.0,0.0,0.0,0.0,187.37,2.207,73.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2658
2019/08/23,0.049299,2.7098,0.0,312.27,10107.15,0.0,0.0,0.0,190.41,2.217,73.39,0.0,0.0,0.0,0.0,0.0,0.0,0.2711
2019/08/24,0.0499,2.7045,0.0,316.21,10410.85,0.0,0.0,0.0,194.36,2.244,75.48,0.0,0.0,0.0,0.0,0.0,0.0,0.2773
2019/08/25,0.050102,2.7185,0.0,306.13,10151.83,0.0,0.0,0.0,190.89,2.17621,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2719
2019/08/26,0.04942,2.6141,0.0,305.28,10138.72,0.0,0.0,0.0,186.45,2.08829,72.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2695
2019/08/27,0.049663,2.6101,0.0,310.88,10360.97,0.0,0.0,0.0,188.3,2.07997,73.38,0.0,0.0,0.0,0.0,0.0,0.0,0.2702
2019/08/28,0.049798,2.5701,0.0,307.99,10177.3,0.0,0.0,0.0,187.07,2.11012,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2693
2019/08/29,0.04588,2.315,0.0,291.8,9714.31,0.0,0.0,0.0,172.83,1.89759,66.79,0.0,0.0,0.0,0.0,0.0,0.0,0.2563
2019/08/30,0.04468,2.1588,0.0,279.78,9495.0,0.0,0.0,0.0,168.82,1.78068,63.45,0.0,0.0,0.0,0.0,0.0,0.0,0.25693
2019/08/31,0.044719,2.1424,0.0,278.59,9582.42,0.0,0.0,0.0,168.4,1.8,64.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2558
2019/09/01,0.044879,2.0152,0.0,279.37,9600.86,0.0,0.0,0.0,171.92,1.78126,64.35,0.0,0.0,0.0,0.0,0.0,0.0,0.2577
2019/09/02,0.04455,2.1159,0.0,281.9,9767.53,0.0,0.0,0.0,171.29,1.7799,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2569
2019/09/03,0.045469,2.1336,0.0,293.95,10389.5,0.0,0.0,0.0,178.8,1.833,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2616
2019/09/04,0.046908,2.1467,0.0,300.82,10617.61,0.0,0.0,0.0,179.12,1.85395,69.12,0.0,0.0,0.0,0.0,0.0,0.0,0.2629
2019/09/05,0.045371,2.0369,0.0,294.93,10581.84,0.0,0.0,0.0,174.82,1.78442,67.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2589
2019/09/06,0.044323,1.9526,0.0,292.76,10574.73,0.0,0.0,0.0,174.0,1.794,65.27,0.0,0.0,0.0,0.0,0.0,0.0,0.2563
2019/09/07,0.044406,2.0352,0.0,287.1,10308.92,0.0,0.0,0.0,169.2,1.72196,64.98,0.0,0.0,0.0,0.0,0.0,0.0,0.2515
2019/09/08,0.04606,2.1736,0.0,300.06,10484.37,0.0,0.0,0.0,178.08,1.77821,68.82,0.0,0.0,0.0,0.0,0.0,0.0,0.2604
2019/09/09,0.046643,2.73,0.0,306.59,10398.97,0.0,0.0,0.0,181.56,1.82997,70.56,0.0,0.0,0.0,0.0,0.0,0.0,0.2625
2019/09/10,0.04688,2.7381,0.0,305.0,10310.0,0.0,0.0,0.0,180.63,1.79356,69.93,0.0,0.0,0.0,0.0,0.0,0.0,0.2584
2019/09/11,0.046531,2.5853,0.0,303.61,10094.5,0.0,0.0,0.0,179.64,1.80199,70.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2585
2019/09/12,0.04472,2.5726,0.0,299.15,10154.46,0.0,0.0,0.0,178.47,1.73188,69.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2552
2019/09/13,0.045471,3.08,0.0,300.7,10423.72,0.0,0.0,0.0,181.09,1.70622,69.28,0.0,0.0,0.0,0.0,0.0,0.0,0.2542
2019/09/14,0.045981,3.1729,0.0,298.83,10365.93,0.0,0.0,0.0,181.65,1.58457,69.09,0.0,0.0,0.0,0.0,0.0,0.0,0.2557
2019/09/15,0.046566,3.1075,0.0,305.0,10360.25,0.0,0.0,0.0,188.73,1.56998,70.62,0.0,0.0,0.0,0.0,0.0,0.0,0.2619
2019/09/16,0.046578,3.422,0.0,303.3,10311.3,0.0,0.0,0.0,189.3,1.61381,70.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2608
2019/09/17,0.047156,3.3249,0.0,307.82,10262.54,0.0,0.0,0.0,197.59,1.589,72.69,0.0,0.0,0.0,0.0,0.0,0.0,0.2615
2019/09/18,0.048939,3.2884,0.0,318.9,10195.73,0.0,0.0,0.0,207.95,1.62707,74.13,0.0,0.0,0.0,0.0,0.0,0.0,0.28558
2019/09/19,0.052953,3.2916,0.0,323.86,10155.26,0.0,0.0,0.0,210.27,1.80999,77.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3143
2019/09/20,0.052335,3.132,0.0,323.79,10274.4,0.0,0.0,0.0,220.8,1.88,76.82,0.0,0.0,0.0,0.0,0.0,0.0,0.3014
2019/09/21,0.052506,3.17,0.0,315.75,10173.3,0.0,0.0,0.0,218.1,1.82052,75.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2938
2019/09/22,0.051818,3.0433,0.0,311.69,9985.28,0.0,0.0,0.0,214.8,1.88,73.18,0.0,0.0,0.0,0.0,0.0,0.0,0.28953
2019/09/23,0.048976,2.9048,0.0,306.75,10026.8,0.0,0.0,0.0,211.17,1.8194,72.26,0.0,0.0,0.0,0.0,0.0,0.0,0.2766
2019/09/24,0.046158,2.5606,0.0,291.6,9693.74,0.0,0.0,0.0,200.77,1.80177,66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.2677
2019/09/25,0.037537,2.26,0.0,220.44,8530.01,0.0,0.0,0.0,166.9,1.7285,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.23365
2019/09/26,0.038967,2.2962,0.0,227.9,8439.0,0.0,0.0,0.0,170.0,1.75001,57.53,0.0,0.0,0.0,0.0,0.0,0.0,0.246
2019/09/27,0.037857,2.2383,0.0,214.11,8055.03,0.0,0.0,0.0,165.85,1.65534,55.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2423
2019/09/28,0.03931,2.2721,0.0,220.65,8193.99,0.0,0.0,0.0,174.44,1.66692,56.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2428
2019/09/29,0.0387,2.2742,0.0,227.7,8218.07,0.0,0.0,0.0,173.9,1.67973,55.53,0.0,0.0,0.0,0.0,0.0,0.0,0.24231
2019/09/30,0.037458,2.2035,0.0,218.3,8052.4,0.0,0.0,0.0,169.38,1.70105,53.91,0.0,0.0,0.0,0.0,0.0,0.0,0.2406
2019/10/01,0.038933,2.6629,0.0,227.65,8310.0,0.0,0.0,0.0,181.53,1.77329,56.12,0.0,0.0,0.0,0.0,0.0,0.0,0.2565
2019/10/02,0.038302,2.5546,0.0,223.78,8321.52,0.0,0.0,0.0,176.05,1.83509,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.24837
2019/10/03,0.039471,2.62,0.0,225.76,8381.72,0.0,0.0,0.0,180.82,2.0261,56.43,0.0,0.0,0.0,0.0,0.0,0.0,0.25349
2019/10/04,0.038273,2.5985,0.0,222.3,8240.41,0.0,0.0,0.0,175.05,1.94927,56.44,0.0,0.0,0.0,0.0,0.0,0.0,0.2476
2019/10/05,0.039527,2.57,0.0,221.76,8156.67,0.0,0.0,0.0,175.97,1.97272,56.51,0.0,0.0,0.0,0.0,0.0,0.0,0.2533
2019/10/06,0.039546,2.734,0.0,223.31,8147.63,0.0,0.0,0.0,176.58,1.96325,56.85,0.0,0.0,0.0,0.0,0.0,0.0,0.2542
2019/10/07,0.038879,2.6398,0.0,220.47,7859.79,0.0,0.0,0.0,170.15,2.16693,54.54,0.0,0.0,0.0,0.0,0.0,0.0,0.2557
2019/10/08,0.041681,2.9006,0.0,232.97,8208.67,0.0,0.0,0.0,180.26,2.40398,57.56,0.0,0.0,0.0,0.0,0.0,0.0,0.2764
2019/10/09,0.04135,2.9068,0.0,231.54,8178.54,0.0,0.0,0.0,180.72,2.59411,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778
2019/10/10,0.042741,2.9032,0.0,239.1,8590.0,0.0,0.0,0.0,193.26,2.81207,59.26,0.0,0.0,0.0,0.0,0.0,0.0,0.2819
2019/10/11,0.041654,2.8896,0.0,230.31,8587.5,0.0,0.0,0.0,191.64,2.64758,57.77,0.0,0.0,0.0,0.0,0.0,0.0,0.2711
2019/10/12,0.040094,2.8065,0.0,221.07,8270.6,0.0,0.0,0.0,180.84,2.74999,55.94,0.0,0.0,0.0,0.0,0.0,0.0,0.2679
2019/10/13,0.040477,2.8309,0.0,224.52,8303.43,0.0,0.0,0.0,179.86,2.60399,55.77,0.0,0.0,0.0,0.0,0.0,0.0,0.2729
2019/10/14,0.041126,2.866,0.0,223.23,8280.0,0.0,0.0,0.0,181.18,2.49153,56.48,0.0,0.0,0.0,0.0,0.0,0.0,0.2777
2019/10/15,0.041522,3.1034,0.0,227.92,8354.6,0.0,0.0,0.0,186.85,2.53053,56.87,0.0,0.0,0.0,0.0,0.0,0.0,0.29772
2019/10/16,0.039661,2.925,0.0,222.38,8162.44,0.0,0.0,0.0,180.58,2.39047,54.63,0.0,0.0,0.0,0.0,0.0,0.0,0.28827
2019/10/17,0.038593,2.8315,0.0,217.07,7993.54,0.0,0.0,0.0,174.39,2.3807,52.51,0.0,0.0,0.0,0.0,0.0,0.0,0.2836
2019/10/18,0.039226,2.911,0.0,220.1,8077.1,0.0,0.0,0.0,177.31,2.42135,54.95,0.0,0.0,0.0,0.0,0.0,0.0,0.3019
2019/10/19,0.038049,2.7398,0.0,212.2,7956.4,0.0,0.0,0.0,172.96,2.35035,53.35,0.0,0.0,0.0,0.0,0.0,0.0,0.29406
2019/10/20,0.039027,2.7425,0.0,213.45,7965.28,0.0,0.0,0.0,172.09,2.35582,53.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2919
2019/10/21,0.039594,2.8948,0.0,224.99,8240.2,0.0,0.0,0.0,175.55,2.43997,54.96,0.0,0.0,0.0,0.0,0.0,0.0,0.2947
2019/10/22,0.039275,2.9818,0.0,232.56,8217.8,0.0,0.0,0.0,174.24,2.63496,54.76,0.0,0.0,0.0,0.0,0.0,0.0,0.2926
2019/10/23,0.03876,2.8614,0.0,227.1,8020.6,0.0,0.0,0.0,171.3,2.6,53.44,0.0,0.0,0.0,0.0,0.0,0.0,0.2906
2019/10/24,0.036382,2.6806,0.0,210.29,7470.77,0.0,0.0,0.0,162.37,2.61394,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.2737
2019/10/25,0.037423,2.8338,0.0,212.27,7430.87,1.01104,0.0,0.0,160.67,2.73172,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.27671
2019/10/26,0.041165,3.029,0.0,258.69,8668.0,1.01296,0.0,0.0,181.66,2.83729,56.95,0.0,0.0,0.0,0.0,0.0,0.0,0.299
2019/10/27,0.040832,3.0718,0.0,253.17,9259.78,1.0076,0.0,0.0,180.03,2.73561,56.88,0.0,0.0,0.0,0.0,0.0,0.0,0.2942
2019/10/28,0.042219,3.2174,0.0,261.46,9548.84,1.006,0.0,0.0,184.22,2.67438,59.91,0.0,0.0,0.0,0.0,0.0,0.0,0.299
2019/10/29,0.042309,3.11,0.0,264.0,9226.5,1.00604,0.0,0.0,181.98,2.67066,57.83,0.0,0.0,0.0,0.0,0.0,0.0,0.29485
2019/10/30,0.043248,3.1685,0.0,289.8,9430.8,1.00673,0.0,0.0,191.1,2.66971,59.84,0.0,0.0,0.0,0.0,0.0,0.0,0.3027
2019/10/31,0.041704,3.0089,0.0,289.01,9164.44,1.00838,0.0,0.0,183.38,2.61249,57.96,0.0,0.0,0.0,0.0,0.0,0.0,0.2952
2019/11/01,0.04138,3.2752,0.0,283.2,9159.48,1.01125,0.0,0.0,182.38,2.72927,58.37,0.0,0.0,0.0,0.0,0.0,0.0,0.29464
2019/11/02,0.042219,3.2885,0.0,278.98,9253.12,1.00665,0.0,0.0,183.19,2.71643,58.34,0.0,0.0,0.0,0.0,0.0,0.0,0.2924
2019/11/03,0.042507,3.4238,0.0,290.04,9308.52,1.00592,0.0,0.0,183.0,2.70518,58.38,0.0,0.0,0.0,0.0,0.0,0.0,0.2951
2019/11/04,0.041844,3.3957,0.0,291.64,9206.52,1.00713,0.0,0.0,181.73,2.65557,58.34,0.0,0.0,0.0,0.0,0.0,0.0,0.2906
2019/11/05,0.04317,3.6148,0.0,291.13,9410.76,1.00199,0.0,0.0,186.25,2.67266,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.2994
2019/11/06,0.04436,3.7502,0.0,293.3,9320.14,1.00482,0.0,0.0,188.88,2.6826,63.19,0.0,0.0,0.0,0.0,0.0,0.0,0.3011
2019/11/07,0.04493,3.8226,0.0,305.42,9341.27,1.00358,0.0,0.0,191.13,2.75149,64.16,0.0,0.0,0.0,0.0,0.0,0.0,0.3109
2019/11/08,0.043381,3.8708,0.0,291.72,9198.84,1.00399,0.0,0.0,186.42,2.6662,61.37,0.0,0.0,0.0,0.0,0.0,0.0,0.2904
2019/11/09,0.042086,3.813,0.0,276.91,8763.01,1.00403,0.0,0.0,183.62,2.70915,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2754
2019/11/10,0.04227,3.9628,0.0,282.8,8807.89,1.003,0.0,0.0,184.77,2.80355,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.27973
2019/11/11,0.043933,4.193,0.0,292.74,9040.12,1.00393,0.0,0.0,188.88,2.774,63.66,0.0,0.0,0.0,0.0,0.0,0.0,0.2789
2019/11/12,0.0431,4.3425,0.0,286.41,8720.36,1.00424,0.0,0.0,184.65,2.73998,61.77,0.0,0.0,0.0,0.0,0.0,0.0,0.2741
2019/11/13,0.043571,4.2181,0.0,288.59,8810.0,1.003,0.0,0.0,186.93,2.8202,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.272
2019/11/14,0.04304,3.9957,0.0,284.92,8761.75,1.004,0.0,0.0,187.72,3.02,60.84,0.0,0.0,0.0,0.0,0.0,0.0,0.2717
2019/11/15,0.042866,3.9786,0.0,277.17,8630.0,1.00595,0.0,0.0,184.55,3.04341,58.91,0.0,0.0,0.0,0.0,0.0,0.0,0.2675
2019/11/16,0.043971,3.916,0.0,262.65,8457.48,1.00798,0.0,0.0,179.82,3.04264,57.53,0.0,0.0,0.0,0.0,0.0,0.0,0.2606
2019/11/17,0.043946,3.9345,0.0,265.09,8481.0,1.00663,0.0,0.0,182.25,2.99032,58.21,0.0,0.0,0.0,0.0,0.0,0.0,0.26195
2019/11/18,0.045007,3.8842,0.0,265.99,8500.01,1.00404,0.0,0.0,183.88,2.92,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.26314
2019/11/19,0.043178,3.5909,0.0,245.88,8168.84,1.00484,0.0,0.0,177.85,2.77705,55.72,0.0,0.0,0.0,0.0,0.0,0.0,0.2515
2019/11/20,0.0422,3.5112,0.0,241.69,8123.36,1.004,0.0,0.0,175.73,2.71752,55.06,0.0,0.0,0.0,0.0,0.0,0.0,0.2536
2019/11/21,0.040901,3.323,0.0,243.01,8082.96,1.00558,0.0,0.0,174.35,2.69,54.87,0.0,0.0,0.0,0.0,0.0,0.0,0.2498
2019/11/22,0.038273,3.1768,0.0,226.54,7616.46,1.00047,0.0,0.0,161.01,2.54154,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2433
2019/11/23,0.036936,2.9282,0.0,208.96,7285.85,1.003,0.0,0.0,149.97,2.35334,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2309
2019/11/24,0.03781,3.2382,0.0,215.37,7329.29,1.00868,0.0,0.0,152.0,2.4286,48.22,0.0,0.0,0.0,0.0,0.0,0.0,0.2347
2019/11/25,0.035114,3.0505,0.0,202.43,6908.64,1.00434,0.0,0.0,139.99,2.22795,43.93,0.0,0.0,0.0,0.0,0.0,0.0,0.2204
2019/11/26,0.0359,3.412,0.0,207.9,7127.01,1.00871,0.0,0.0,145.94,2.26513,45.54,0.0,0.0,0.0,0.0,0.0,0.0,0.21744
2019/11/27,0.036679,3.4548,0.0,211.2,7162.67,1.00344,0.0,0.0,147.83,2.2496,46.99,0.0,0.0,0.0,0.0,0.0,0.0,0.221
2019/11/28,0.039045,3.5727,0.0,219.83,7527.84,1.00171,0.0,0.0,153.0,2.23204,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2245
